"match_id","year","SetNo","GameNo","PointNumber","player1","player2","ServeNumber","ServeIndicator","PointWinner","ServeWidth","ServeDepth","RallyCount","P1DistanceRun","P2DistanceRun","P1Score","P2Score","state","GameWinner","serving_player_won","speed_ratio","importance","P1BreakPoint","P2BreakPoint","P1GamesWon","P2GamesWon","P1Ace","P2Ace","P1DoubleFault","P2DoubleFault","Speed_MPH","player1_name","player2_name","player1_avg_welo","player2_avg_welo","welo_p1_bt","welo_p2_bt","p_server_beats_returner","ElapsedSeconds"
"2024-wimbledon-1101",2024,1,1,1,"Jannik Sinner","Yannick Hanfmann",1,1,1,"C","NCTL",1,6.888,8.24,"15","0","15-0",0,1,1.04019573575673,15.93,0,0,0,0,0,0,0,0,124,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,0
"2024-wimbledon-1101",2024,1,1,2,"Jannik Sinner","Yannick Hanfmann",0,1,2,"BW","CTL",0,3.12,3.127,"15","15","15-15",0,0,0,30.02,0,0,0,0,0,0,1,0,0,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,23
"2024-wimbledon-1101",2024,1,1,3,"Jannik Sinner","Yannick Hanfmann",1,1,1,"C","NCTL",5,16.068,18.277,"30","15","30-15",0,1,1.08213911219853,20.17,0,0,0,0,0,0,0,0,129,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,56
"2024-wimbledon-1101",2024,1,1,4,"Jannik Sinner","Yannick Hanfmann",1,1,1,"C","NCTL",5,25.334,26.294,"40","15","40-15",0,1,1.00664103460329,8.11,0,0,0,0,0,0,0,0,120,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,85
"2024-wimbledon-1101",2024,1,1,5,"Jannik Sinner","Yannick Hanfmann",2,1,2,"BC","NCTL",2,8.332,9.512,"40","30","40-30",0,0,0.872422229989514,23.67,0,0,0,0,0,0,0,0,104,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,119
"2024-wimbledon-1101",2024,1,1,6,"Jannik Sinner","Yannick Hanfmann",1,1,2,"BW","CTL",2,6.922,6.3,"40","40","40-40",0,0,1.04858441104509,43.65,0,0,0,0,0,0,0,0,125,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,157
"2024-wimbledon-1101",2024,1,1,7,"Jannik Sinner","Yannick Hanfmann",2,1,1,"BW","NCTL",1,4.227,4.658,"AD","40","AD-40",0,1,0.905976931142957,23.67,0,0,0,0,0,0,0,0,108,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,185
"2024-wimbledon-1101",2024,1,1,8,"Jannik Sinner","Yannick Hanfmann",1,2,1,"W","CTL",1,0.951,1.073,"0","0","0-0",1,0,1.06804078014184,23.09,0,0,1,0,1,0,0,0,122,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,220
"2024-wimbledon-1101",2024,1,2,9,"Jannik Sinner","Yannick Hanfmann",2,2,2,"C","NCTL",3,11.156,12.054,"0","15","15-0",0,1,0.857934397163121,15.93,0,0,1,0,0,0,0,0,98,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,289
"2024-wimbledon-1101",2024,1,2,10,"Jannik Sinner","Yannick Hanfmann",1,2,1,"W","CTL",8,30.571,32.27,"15","15","15-15",0,0,1.02426861702128,30.02,0,0,1,0,0,0,0,0,117,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,330
"2024-wimbledon-1101",2024,1,2,11,"Jannik Sinner","Yannick Hanfmann",2,2,2,"BC","NCTL",5,17.572,17.385,"15","30","30-15",0,1,0.875443262411348,20.17,0,0,1,0,0,0,0,0,100,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,367
"2024-wimbledon-1101",2024,1,2,12,"Jannik Sinner","Yannick Hanfmann",2,2,2,"BW","NCTL",9,35.496,31.543,"15","40","40-15",0,1,0.700354609929078,8.11,0,0,1,0,0,0,0,0,80,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,411
"2024-wimbledon-1101",2024,1,2,13,"Jannik Sinner","Yannick Hanfmann",1,2,1,"BW","NCTL",6,23.492,17.83,"30","40","40-30",0,0,0.945478723404255,23.67,0,0,1,0,0,0,0,0,108,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,464
"2024-wimbledon-1101",2024,1,2,14,"Jannik Sinner","Yannick Hanfmann",1,1,2,"B","NCTL",1,6.512,5.511,"0","0","0-0",2,0,0.897588255854596,23.09,0,0,1,1,0,0,0,0,107,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,503
"2024-wimbledon-1101",2024,1,3,15,"Jannik Sinner","Yannick Hanfmann",2,1,1,"B","CTL",9,25.651,26.321,"15","0","15-0",0,1,0.897588255854596,15.93,0,0,1,1,0,0,0,0,107,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,544
"2024-wimbledon-1101",2024,1,3,16,"Jannik Sinner","Yannick Hanfmann",2,1,1,"W","CTL",7,26.689,22.092,"30","0","30-0",0,1,0.813701502970989,8.6,0,0,1,1,0,0,0,0,97,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,605
"2024-wimbledon-1101",2024,1,3,17,"Jannik Sinner","Yannick Hanfmann",1,1,1,"W","CTL",1,0.75,1.239,"40","0","40-0",0,1,0.981475008738203,2.53,0,0,1,1,1,0,0,0,117,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,668
"2024-wimbledon-1101",2024,1,3,18,"Jannik Sinner","Yannick Hanfmann",2,1,2,"BC","NCTL",2,4.736,6.184,"40","15","40-15",0,0,0.905976931142957,8.11,0,0,1,1,0,0,0,0,108,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,691
"2024-wimbledon-1101",2024,1,3,19,"Jannik Sinner","Yannick Hanfmann",2,1,2,"C","NCTL",2,7.195,8.629,"40","30","40-30",0,0,0.897588255854596,23.67,0,0,1,1,0,0,0,0,107,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,729
"2024-wimbledon-1101",2024,1,3,20,"Jannik Sinner","Yannick Hanfmann",2,1,2,"B","NCTL",6,21.433,23.034,"40","40","40-40",0,0,0.880810905277875,43.65,0,0,1,1,0,0,0,0,105,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,770
"2024-wimbledon-1101",2024,1,3,21,"Jannik Sinner","Yannick Hanfmann",2,1,1,"W","NCTL",3,9.668,10.05,"AD","40","AD-40",0,1,0.9395316322964,23.67,0,0,1,1,0,0,0,0,112,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,820
"2024-wimbledon-1101",2024,1,3,22,"Jannik Sinner","Yannick Hanfmann",1,2,1,"C","NCTL",1,3.844,5.901,"0","0","0-0",1,0,1.07679521276596,23.09,0,0,2,1,0,0,0,0,123,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,859
"2024-wimbledon-1101",2024,1,4,23,"Jannik Sinner","Yannick Hanfmann",1,2,2,"C","NCTL",3,12.248,15.261,"0","15","15-0",0,1,1.02426861702128,15.93,0,0,2,1,0,0,0,0,117,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,987
"2024-wimbledon-1101",2024,1,4,24,"Jannik Sinner","Yannick Hanfmann",1,2,2,"C","NCTL",5,46.282,24.434,"0","30","30-0",0,1,0.962987588652482,8.6,0,0,2,1,0,0,0,0,110,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1016
"2024-wimbledon-1101",2024,1,4,25,"Jannik Sinner","Yannick Hanfmann",1,2,1,"BC","NCTL",2,7.968,5.033,"15","30","30-15",0,0,1.05053191489362,20.17,0,0,2,1,0,0,0,0,120,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1050
"2024-wimbledon-1101",2024,1,4,26,"Jannik Sinner","Yannick Hanfmann",2,2,1,"C","NCTL",4,17.606,20.751,"30","30","30-30",0,0,0.927969858156028,43.39,0,0,2,1,0,0,0,0,106,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1078
"2024-wimbledon-1101",2024,1,4,27,"Jannik Sinner","Yannick Hanfmann",1,2,1,"B","NCTL",4,14.734,11.76,"40","30","30-40",0,0,1.00675975177305,76.33,0,0,2,1,0,0,0,0,115,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1138
"2024-wimbledon-1101",2024,1,4,28,"Jannik Sinner","Yannick Hanfmann",1,2,2,"C","NCTL",1,6.799,5.346,"40","40","40-40",0,1,0.971742021276596,43.65,1,0,2,1,0,0,0,0,111,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1169
"2024-wimbledon-1101",2024,1,4,29,"Jannik Sinner","Yannick Hanfmann",1,2,2,"C","CTL",3,12.284,11.11,"40","AD","AD-40",0,1,0.936724290780142,23.67,0,0,2,1,0,0,0,0,107,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1192
"2024-wimbledon-1101",2024,1,4,30,"Jannik Sinner","Yannick Hanfmann",2,1,2,"BC","CTL",13,46.478,41.512,"0","0","0-0",2,0,0.830478853547711,23.09,0,0,2,2,0,0,0,0,99,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,1223
"2024-wimbledon-1101",2024,1,5,31,"Jannik Sinner","Yannick Hanfmann",1,1,1,"BC","CTL",1,4.124,4.558,"15","0","15-0",0,1,1.01502970989165,15.93,0,0,2,2,0,0,0,0,121,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,1308
"2024-wimbledon-1101",2024,1,5,32,"Jannik Sinner","Yannick Hanfmann",2,1,1,"B","NCTL",1,3.549,4.329,"30","0","30-0",0,1,0.872422229989514,8.6,0,0,2,2,0,0,0,0,104,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,1329
"2024-wimbledon-1101",2024,1,5,33,"Jannik Sinner","Yannick Hanfmann",1,1,1,"C","NCTL",5,15.477,14.385,"40","0","40-0",0,1,1.00664103460329,2.53,0,0,2,2,0,0,0,0,120,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,1363
"2024-wimbledon-1101",2024,1,5,34,"Jannik Sinner","Yannick Hanfmann",2,1,2,"B","NCTL",2,3.779,4.291,"40","15","40-15",0,0,0.847256204124432,8.11,0,0,2,2,0,0,0,0,101,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,1389
"2024-wimbledon-1101",2024,1,5,35,"Jannik Sinner","Yannick Hanfmann",2,2,1,"BC","NCTL",1,2.06,2.116,"0","0","0-0",1,0,0.884197695035461,23.09,0,0,3,2,0,0,0,0,101,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1426
"2024-wimbledon-1101",2024,1,6,36,"Jannik Sinner","Yannick Hanfmann",1,2,1,"W","NCTL",2,7.319,4.734,"15","0","0-15",0,0,0.954233156028369,34.74,0,0,3,2,0,0,0,0,109,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1543
"2024-wimbledon-1101",2024,1,6,37,"Jannik Sinner","Yannick Hanfmann",0,2,1,"B","CTL",0,2.262,2.898,"30","0","0-30",0,0,0,41.98,0,0,3,2,0,0,0,1,0,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1566
"2024-wimbledon-1101",2024,1,6,38,"Jannik Sinner","Yannick Hanfmann",2,2,2,"B","NCTL",3,30.787,21.372,"30","15","15-30",0,1,0.779144503546099,46.55,0,0,3,2,0,0,0,0,89,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1602
"2024-wimbledon-1101",2024,1,6,39,"Jannik Sinner","Yannick Hanfmann",2,2,1,"BC","NCTL",4,12.183,13.235,"40","15","15-40",0,0,0.849179964539007,48.5,0,0,3,2,0,0,0,0,97,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.402883362934098,1644
"2024-wimbledon-1101",2024,1,6,40,"Jannik Sinner","Yannick Hanfmann",1,1,1,"C","NCTL",6,27.966,19.731,"0","0","0-0",1,1,1.00664103460329,23.09,1,0,4,2,0,0,0,0,120,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,1689
"2024-wimbledon-1101",2024,1,7,41,"Jannik Sinner","Yannick Hanfmann",1,1,1,"C","NCTL",1,10.531,6.393,"15","0","15-0",0,1,1.02341838518001,15.93,0,0,4,2,0,0,0,0,122,"sinner j.","hanfmann y.",1568.35149278613,1500,9.02821536822337,8.63475,0.597116637065902,1734
