"match_id","year","SetNo","GameNo","PointNumber","player1","player2","ServeNumber","ServeIndicator","PointWinner","ServeWidth","ServeDepth","RallyCount","P1DistanceRun","P2DistanceRun","P1Score","P2Score","state","GameWinner","serving_player_won","speed_ratio","importance","P1BreakPoint","P2BreakPoint","P1GamesWon","P2GamesWon","P1Ace","P2Ace","P1DoubleFault","P2DoubleFault","Speed_MPH","player1_name","player2_name","player1_avg_welo","player2_avg_welo","welo_p1_bt","welo_p2_bt","p_server_beats_returner","ElapsedSeconds"
"2022-wimbledon-1102",2022,1,7,34,"Thanasi Kokkinakis","Kamil Majchrzak",0,2,1,"BC","CTL",0,6.184,5.905,"15","30","30-15",0,0,NA,20.17,0,0,3,3,0,0,0,1,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.473403531339319,6012
"2022-wimbledon-1102",2022,1,8,41,"Thanasi Kokkinakis","Kamil Majchrzak",0,1,2,"","",0,0,0,"15","15","15-15",0,0,NA,30.02,0,0,3,4,0,0,1,0,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.526596468660681,6296
"2022-wimbledon-1102",2022,2,3,93,"Thanasi Kokkinakis","Kamil Majchrzak",0,1,2,"B","CTL",0,6.647,7.658,"0","15","0-15",0,0,NA,34.74,0,0,1,1,0,0,1,0,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.526596468660681,8470
"2022-wimbledon-1102",2022,2,3,94,"Thanasi Kokkinakis","Kamil Majchrzak",0,1,2,"C","CTL",0,6.218,9.492,"0","30","0-30",0,0,NA,41.98,0,0,1,1,0,0,1,0,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.526596468660681,8516
"2022-wimbledon-1102",2022,3,3,151,"Thanasi Kokkinakis","Kamil Majchrzak",0,2,2,"C","CTL",0,6.106,7.636,"0","0","0-0",2,1,NA,23.09,0,1,1,2,0,0,1,0,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.473403531339319,11048
"2022-wimbledon-1102",2022,3,4,153,"Thanasi Kokkinakis","Kamil Majchrzak",0,2,1,"","",0,0,0,"15","15","15-15",0,0,NA,30.02,0,0,1,2,0,0,0,1,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.473403531339319,11208
"2022-wimbledon-1102",2022,3,9,186,"Thanasi Kokkinakis","Kamil Majchrzak",0,1,2,"BC","CTL",0,1.512,2.708,"0","15","0-15",0,0,NA,34.74,0,0,4,4,0,0,1,0,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.526596468660681,12546
"2022-wimbledon-1102",2022,3,11,203,"Thanasi Kokkinakis","Kamil Majchrzak",0,1,2,"","",0,0,0,"40","40","40-40",0,0,NA,43.65,0,0,5,5,0,0,1,0,0,"kokkinakis t.","majchrzak k.",1518.49845992161,1500,8.74123638453877,8.63475,0.526596468660681,13163
"2022-wimbledon-1103",2022,1,1,2,"Alejandro Tabilo","Laslo Djere",0,1,2,"B","CTL",0,4.557,5.794,"15","15","15-15",0,0,NA,30.02,0,0,0,0,0,0,1,0,0,"tabilo a.","djere l.",1514.96198964248,1500,8.72087869337694,8.63475,0.521518872466696,14
"2022-wimbledon-1103",2022,1,3,14,"Alejandro Tabilo","Laslo Djere",0,1,2,"C","CTL",0,2.951,3.496,"30","30","30-30",0,0,NA,43.39,0,0,1,1,0,0,1,0,0,"tabilo a.","djere l.",1514.96198964248,1500,8.72087869337694,8.63475,0.521518872466696,5061
